,Player,height,weight,born
3881,Timothe Luwawu-Cabarrot,198,92,1995
3882,Thon Maker,216,97,1997
3883,Patrick McCaw,201,83,1995
3884,Sheldon McClellan,196,90,1992
3885,Rodney McGruder,193,92,1991
3886,Dejounte Murray,196,77,1996
3887,Jamal Murray,193,93,1997
3888,Maurice Ndour,206,90,1992
3889,Georges Niang,203,104,1993
3890,David Nwaba,193,94,1993
3891,Daniel Ochefu,211,111,1993
3892,Chinanu Onuaku,208,111,1996
3893,Georgios Papagiannis,216,108,1997
3894,Gary Payton,193,81,1968
3895,Marshall Plumlee,211,111,1990
3896,Jakob Poeltl,213,112,1995
3897,Alex Poythress,201,107,1993
3898,Tim Quarterman,198,88,1994
3899,Chasson Randle,188,83,1993
3900,Malachi Richardson,198,92,1996
3901,Domantas Sabonis,211,108,1996
3902,Dario Saric,208,101,1994
3903,Tomas Satoransky,201,95,1991
3904,Wayne Selden,196,104,1994
3905,Pascal Siakam,206,104,1994
3906,Diamond Stone,211,115,1997
3907,Edy Tavares,211,115,1997
3908,Isaiah Taylor,190,77,1994
3909,Mike Tobey,213,117,1994
3910,Tyler Ulis,178,68,1996
3911,Jarrod Uthoff,206,100,1993
3912,Denzel Valentine,198,96,1993
3913,Fred VanVleet,183,88,1994
3914,Taurean Waller-Prince,183,88,1994
3915,Okaro White,203,92,1992
3916,Isaiah Whitehead,193,96,1995
3917,Troy Williams,198,97,1969
3918,Kyle Wiltjer,208,108,1992
3919,Stephen Zimmerman,213,108,1996
3920,Paul Zipser,203,97,1994
3921,Ivica Zubac,216,120,1997
